Coin,Date,Price,Market_Cap,Volume,Supply,Category,Log_Return,Volatility_30d,Peg_Deviation
Liquity USD,2022-02-03,1.0083549887,725457058.78,12492968.41,719446094.81,Crypto-backed/Algorithmic,-7.751979316267184e-5,0.005095876490720088,0.008354988700000066
TerraClassicUSD,2022-02-03,1.0012363356,11286969710.64,360633692.82,11273032459.01,Crypto-backed/Algorithmic,0.0019918253540028336,0.002393035115982567,0.001236335600000027
Tether USDt,2022-02-03,1.0005629671,77998586948.2,59154422462.77,77954701018.85,Fiat-backed,1.7708619396005908e-4,1.504190695923374e-4,5.629671000000336e-4
TrueUSD,2022-02-03,0.999647284,1518161586.74,90043123.97,1518697255.61,Fiat-backed,-4.3635052665647224e-4,7.774871285749798e-4,3.5271599999997516e-4
USDC,2022-02-03,0.9995333562,50870604117.67,5446795900.18,50894353651.58,Fiat-backed,-6.979258895233501e-4,5.62050528445113e-4,4.66643800000055e-4
sUSD,2022-02-03,1.0059093633,101231543.73,21202277.83,100636844.05,Crypto-backed/Algorithmic,0.0011711782948343593,0.0031636596986606524,0.005909363300000026
BUSD,2022-02-04,0.9988400442,16503162327.56,3963213348.21,16522327496.89,Fiat-backed,-8.537602900131882e-4,0.0012448456650046803,0.0011599557999999455
Legacy Frax Dollar,2022-02-04,0.9998115327,2652742108.58,13410378.19,2653242158.01,Crypto-backed/Algorithmic,-0.001836792756371967,0.002735716970736063,1.8846729999999479e-4
Liquity USD,2022-02-04,1.0062903093,723971633.28,25459710.32,719446094.81,Crypto-backed/Algorithmic,-0.0020496711007993882,0.00509315890064377,0.006290309299999963
TerraClassicUSD,2022-02-04,1.0017799343,11293183085.94,246715758.71,11273117676.92,Crypto-backed/Algorithmic,5.427801276651796e-4,0.0023897654248633236,0.0017799343000000079
Tether USDt,2022-02-04,1.0005950562,77955111126.63,50686325001.72,77908751038.84,Fiat-backed,3.2070530791788306e-5,1.5004943028656175e-4,5.950562000001103e-4
TrueUSD,2022-02-04,0.9994133248,1521555622.45,66594151.37,1522448805.47,Fiat-backed,-2.3406914231441486e-4,7.693470616009115e-4,5.866751999999975e-4
USDC,2022-02-04,1.0001168399,51039228857.56,5767688766.02,51033266137.44,Fiat-backed,5.835857868520028e-4,5.709698026768327e-4,1.1683989999999866e-4
sUSD,2022-02-04,1.003286943,100070919.73,7109152.76,99743069.94,Crypto-backed/Algorithmic,-0.0026104186842641104,0.0031150749605058136,0.0032869429999999866
BUSD,2022-02-05,0.999898368,16520648299.56,3226430907.02,16522327496.89,Fiat-backed,0.0010589919045394787,0.0012119163100621812,1.0163200000001815e-4
Legacy Frax Dollar,2022-02-05,1.0007772153,2655304298.41,10334373.71,2653242158.01,Crypto-backed/Algorithmic,9.653984867867113e-4,0.002677033776359161,7.772153000000781e-4
Liquity USD,2022-02-05,1.0085767423,725616598.55,3008608.08,719446094.81,Crypto-backed/Algorithmic,0.0022695631253881014,0.00509560109083757,0.008576742300000051
TerraClassicUSD,2022-02-05,1.0022399885,11299508167.99,167274345.46,11274253968.93,Crypto-backed/Algorithmic,4.591313717469257e-4,0.0023904416695042538,0.0022399884999999564
Tether USDt,2022-02-05,1.0006794328,77961684799,40572292703.17,77908751038.84,Fiat-backed,8.432286576739546e-5,1.5040707728314546e-4,6.79432799999935e-4
TrueUSD,2022-02-05,0.9996452169,1520799373.65,59668729.68,1521339119.02,Fiat-backed,2.3200131081983237e-4,7.501676776516142e-4,3.5478310000003344e-4
USDC,2022-02-05,1.0003565876,51054224335.1,2185135025.31,51036025522.04,Fiat-backed,2.3969096300107884e-4,5.47101400421669e-4,3.5658760000001344e-4
sUSD,2022-02-05,1.0033842105,97700902.91,5122058.78,97371377.67,Crypto-backed/Algorithmic,9.694413547190183e-5,0.0029338237654352476,0.003384210499999929
BUSD,2022-02-06,0.9992759708,16801103307.96,4889396144.19,16813276611.99,Fiat-backed,-6.226542708448219e-4,0.001215060072052775,7.240292000000315e-4
Legacy Frax Dollar,2022-02-06,0.999521815,2651973417.31,18379353.92,2653242158.01,Crypto-backed/Algorithmic,-0.0012552127915009888,0.0026817714391241996,4.7818499999996433e-4
Liquity USD,2022-02-06,1.0069724447,724462392.96,15682054.01,719446094.81,Crypto-backed/Algorithmic,-0.0015919213970567979,0.005105575441959328,0.0069724446999999135
TerraClassicUSD,2022-02-06,1.0014002381,11276743982.44,361508928.31,11260975934.88,Crypto-backed/Algorithmic,-8.3822478508909e-4,0.002393766036080869,0.0014002381000000064
Tether USDt,2022-02-06,1.0005551291,77952000451.23,64635714286.58,77908751038.84,Fiat-backed,-1.2422701718849743e-4,1.4931703439985636e-4,5.551291000001068e-4
TrueUSD,2022-02-06,0.9995501646,1524936127.24,80930261.05,1525622406.24,Fiat-backed,-9.509055588175343e-5,7.48279406650459e-4,4.498353999999871e-4
USDC,2022-02-06,0.9990223199,51290055120.03,3534437072.1,51340249462.14,Fiat-backed,-0.001334682378677106,5.730431042520338e-4,9.77680099999989e-4
sUSD,2022-02-06,0.9987152204,117399823.53,35862872.24,117550850.46,Crypto-backed/Algorithmic,-0.004664102583498137,0.0028020753485847533,0.0012847795999999523
BUSD,2022-02-07,1.0005825251,17082398310.55,5135296091.74,17072453177.98,Fiat-backed,0.0013066469338421074,0.0012311112815366042,5.825251000000087e-4
Legacy Frax Dollar,2022-02-07,0.9985113643,2649292446.92,26084641.47,2653242158.01,Crypto-backed/Algorithmic,-0.0010114454520688614,0.0026631440558840297,0.0014886357000000183
Liquity USD,2022-02-07,1.0051522667,723152873,25609346.02,719446094.81,Crypto-backed/Algorithmic,-0.0018092104193918343,0.005112248732462635,0.005152266699999908
TerraClassicUSD,2022-02-07,1.0000265916,11256712770.42,309046889.51,11256413444.57,Crypto-backed/Algorithmic,-0.001372667434355503,0.0023371802785187353,2.659159999995886e-5
Tether USDt,2022-02-07,1.0006189829,77971083989.46,72230569455.34,77922851073.84,Fiat-backed,6.381633625860298e-5,1.4712250521920284e-4,6.189829000000646e-4
TrueUSD,2022-02-07,0.9997344821,1532228403.65,114938804.37,1532635345.73,Fiat-backed,1.843834501769776e-4,7.454295078205275e-4,2.6551789999995634e-4
USDC,2022-02-07,0.9991712056,51563153536.34,3736950598.7,51605924236.46,Fiat-backed,1.4902030096234828e-4,5.703605129099203e-4,8.287944000000547e-4
sUSD,2022-02-07,1.0002454962,110573013.92,7916486.97,110545875.32,Crypto-backed/Algorithmic,0.00153107170764182,0.0027965362817204396,2.4549620000002825e-4
BUSD,2022-02-08,1.0003416233,17335058041.24,3805589181.84,17329138004.61,Fiat-backed,-2.407905380687055e-4,0.0012086292619338092,3.416232999999824e-4
Legacy Frax Dollar,2022-02-08,0.9990457571,2650710320.62,31050805.52,2653242158.01,Crypto-backed/Algorithmic,5.350463393748024e-4,0.0026065577665254384,9.54242900000013e-4
Liquity USD,2022-02-08,1.0045107313,722691322.83,6477231.18,719446094.81,Crypto-backed/Algorithmic,-6.38450747643105e-4,0.0050537350419614865,0.004510731299999904
TerraClassicUSD,2022-02-08,0.9999337758,11255788312.71,224315813.72,11256533767.76,Crypto-backed/Algorithmic,-9.281763936881607e-5,0.002337428713878191,6.622420000002016e-5
Tether USDt,2022-02-08,1.0007438539,77984817276.25,53386706330.65,77926851087.84,Fiat-backed,1.247859687068244e-4,1.4753440827618857e-4,7.4385389999998e-4
TrueUSD,2022-02-08,1.0002405659,1471731803.59,156218420.65,1471377840.23,Fiat-backed,5.060901247821241e-4,7.516460591075474e-4,2.4056589999998934e-4
USDC,2022-02-08,0.9995868213,51825713830.66,2902479207.18,51847135961.12,Fiat-backed,4.1587395812473e-4,5.664014334066776e-4,4.1317870000001644e-4
sUSD,2022-02-08,1.0034057842,117256471,10502618.79,116858476.25,Crypto-backed/Algorithmic,0.003154531581020039,0.0028535685099291184,0.0034057841999999283
BUSD,2022-02-09,0.9989378387,17556427208.87,6896251107.69,17575094794.04,Fiat-backed,-0.00140429075311774,0.0011501179798117797,0.0010621613000000307
Legacy Frax Dollar,2022-02-09,0.9939963375,2637312987.48,40364108.87,2653242158.01,Crypto-backed/Algorithmic,-0.005067058460395484,0.0027355644977030335,0.006003662499999951
Liquity USD,2022-02-09,1.0035009807,721964861.69,7541794.91,719446094.81,Crypto-backed/Algorithmic,-0.001005721907972166,0.004988847021422525,0.0035009806999999338
TerraClassicUSD,2022-02-09,1.0020027835,11280420115.3,320751876.63,11257873032.9,Crypto-backed/Algorithmic,0.002067006995845584,0.0023558803499766135,0.0020027835000000493
Tether USDt,2022-02-09,1.0007255904,78091072164.65,77334791716.98,78034451118.84,Fiat-backed,-1.8250091254115744e-5,1.444120523242158e-4,7.255904000000868e-4
TrueUSD,2022-02-09,0.9995776619,1477107514.79,166902657.38,1477731617.11,Fiat-backed,-6.629642785177426e-4,7.560386045481161e-4,4.2233810000003036e-4
USDC,2022-02-09,1.0001025442,52130795964.59,4195499894.96,52125450800.29,Fiat-backed,5.158030245414813e-4,5.742434292923567e-4,1.0254419999999875e-4
sUSD,2022-02-09,0.9986718793,126426851.56,16080276.12,126594984.97,Crypto-backed/Algorithmic,-0.004729001085727274,0.0029446810566733975,0.0013281206999999906
BUSD,2022-02-10,0.9989511972,17765006504.19,5668341964.23,17783658054.09,Fiat-backed,1.3372614554808537e-5,0.0011498566065061304,0.0010488027999999705
Legacy Frax Dollar,2022-02-10,0.9990989519,2650851459.14,32360377.11,2653242158.01,Crypto-backed/Algorithmic,0.0051203026521429214,0.002863105297340691,9.010481000000237e-4
Liquity USD,2022-02-10,1.0061714513,723886121.34,1760176.65,719446094.81,Crypto-backed/Algorithmic,0.0026576193505560754,0.0050083111994863785,0.006171451299999964
TerraClassicUSD,2022-02-10,1.0021315635,11345945408.53,323978340.92,11321812246.74,Crypto-backed/Algorithmic,1.2851433874190923e-4,0.0023557848597449793,0.0021315635000001
Tether USDt,2022-02-10,1.0007222484,78442064942.77,66753002645.37,78385451172.84,Fiat-backed,-3.3395824115809575e-6,1.4356340398950264e-4,7.22248400000014e-4
TrueUSD,2022-02-10,0.9997962073,1479493236.51,137115565.99,1479794807.93,Fiat-backed,2.1861384130016862e-4,7.554553257685543e-4,2.0379270000003835e-4
USDC,2022-02-10,0.9993677162,52218551391.82,4014217486.83,52251589227.72,Fiat-backed,-7.350227184035589e-4,5.849878593429669e-4,6.322838000000219e-4
sUSD,2022-02-10,0.9989902397,122277983.01,9692302.84,122401579.26,Crypto-backed/Algorithmic,3.1873298258713786e-4,0.0029436456122829873,0.0010097602999999955
BUSD,2022-02-11,0.9996204997,17585892270.5,4072552038.89,17592568656.36,Fiat-backed,6.697808500533381e-4,0.001153423025479298,3.795003000000019e-4
Legacy Frax Dollar,2022-02-11,0.9979522839,2647809071.28,55415621.12,2653242158.01,Crypto-backed/Algorithmic,-0.00114836124928274,0.002738519367248945,0.0020477160999999855
Liquity USD,2022-02-11,1.0019648827,720859722.02,5863366.01,719446094.81,Crypto-backed/Algorithmic,-0.004189531040939256,0.0050642461197975795,0.001964882700000059
TerraClassicUSD,2022-02-11,1.0027555093,11435155165.36,243428856.11,11403732075.43,Crypto-backed/Algorithmic,6.224249022386904e-4,0.0023335136065302155,0.002755509300000014
Tether USDt,2022-02-11,1.0006009483,78470179413.9,49138854286.91,78423051213.79,Fiat-backed,-1.2121990126190897e-4,1.4432834865711454e-4,6.009483000000149e-4
TrueUSD,2022-02-11,1.0001932492,1479530653.55,135596743.14,1479244790.64,Fiat-backed,3.970439983327377e-4,7.405019371844887e-4,1.932492000000785e-4
USDC,2022-02-11,1.0001771216,52312479507.43,2817156195.13,52303215480.08,Fiat-backed,8.095896915220188e-4,5.854933316053963e-4,1.7712159999994093e-4
sUSD,2022-02-11,1.0002547081,117906644.25,13315713.73,117876620.12,Crypto-backed/Algorithmic,0.0012649461187800252,0.0028728066110228156,2.5470809999994515e-4
BUSD,2022-02-12,0.9986660085,17569100319.11,3570660650.82,17592568656.36,Fiat-backed,-9.553097302850716e-4,0.001166065763809075,0.0013339915000000202
Legacy Frax Dollar,2022-02-12,0.9985951716,2649514808.1,15984830.28,2653242158.01,Crypto-backed/Algorithmic,6.439994405823493e-4,0.002535557039635925,0.0014048284000000022
Liquity USD,2022-02-12,1.0049573463,723012638.28,6841306.77,719446094.81,Crypto-backed/Algorithmic,0.002982144274919574,0.0050900034014541365,0.0049573463000001095
TerraClassicUSD,2022-02-12,1.0016955565,11501488897.17,221814980.83,11482020482.32,Crypto-backed/Algorithmic,-0.0010575991770343162,0.0022485250768800986,0.0016955565000000838
Tether USDt,2022-02-12,1.000455532,78458775425.12,41277090177.85,78423051213.79,Fiat-backed,-1.4533952608304876e-4,1.4509841998219038e-4,4.555319999999252e-4
TrueUSD,2022-02-12,0.9996576257,1482293669.52,130533781.12,1482801342.56,Fiat-backed,-5.356634532404891e-4,6.985988313970093e-4,3.4237429999994795e-4
USDC,2022-02-12,0.9999831858,52360369755.16,2123450728.23,52361250169.67,Fiat-backed,-1.9392025718157726e-4,5.572088787307126e-4,1.6814199999992674e-5
sUSD,2022-02-12,0.9999988517,115629131.78,2938559.35,115629264.55,Crypto-backed/Algorithmic,-2.5582396805826454e-4,0.0028529554609172583,1.1482999999756771e-6
BUSD,2022-02-13,0.9986983252,17540957896.72,3939768488.91,17563820278.79,Fiat-backed,3.235934421948499e-5,0.001151673881814562,0.0013016747999999856
Legacy Frax Dollar,2022-02-13,1.0023794852,2659555508.56,28568777.51,2653242158.01,Crypto-backed/Algorithmic,0.003782474804488799,0.0026308808827463794,0.0023794852000000866
Liquity USD,2022-02-13,1.0075139259,724851959.42,4708448.88,719446094.81,Crypto-backed/Algorithmic,0.002540737858589269,0.005103548534290004,0.007513925900000107
TerraClassicUSD,2022-02-13,1.0016521037,11579339468.76,309047532.25,11560240752.15,Crypto-backed/Algorithmic,-4.3380188941004994e-5,0.0022068150124238775,0.0016521036999999072
Tether USDt,2022-02-13,1.0005125855,78499268282.59,48318327792.48,78459051307.79,Fiat-backed,5.702589613166315e-5,1.2933248601942402e-4,5.125855000001067e-4
TrueUSD,2022-02-13,1.0001008834,1484103418.32,130446114.55,1483953712.04,Fiat-backed,4.433112350739156e-4,6.03071474904834e-4,1.0088340000002916e-4
USDC,2022-02-13,0.9993647791,52442248485.75,2963505589.74,52475582069.95,Fiat-backed,-6.186083969147733e-4,5.596049428427248e-4,6.352209000000109e-4
sUSD,2022-02-13,1.0011079535,104671714.34,16218314.35,104555871.29,Crypto-backed/Algorithmic,0.0011084884731639457,0.0028597062123045395,0.0011079535000000362
BUSD,2022-02-14,1.00044838,17827796640.44,4879125524.89,17819806595.05,Fiat-backed,0.0017508022222540065,0.0011933851926486973,4.4837999999991496e-4
Legacy Frax Dollar,2022-02-14,0.9995421607,2652027399.55,29138935.81,2653242158.01,Crypto-backed/Algorithmic,-0.0028346028483478554,0.0026676221789531667,4.5783929999998474e-4
Liquity USD,2022-02-14,1.0035995931,722035808.02,27971714.1,719446094.81,Crypto-backed/Algorithmic,-0.0038927069067921653,0.005143219069663188,0.0035995930999999093
TerraClassicUSD,2022-02-14,0.9996828435,11631033874.27,406108093.15,11634723902.36,Crypto-backed/Algorithmic,-0.0019679472826910844,0.0022336597332107883,3.17156499999971e-4
Tether USDt,2022-02-14,1.0005845953,78515924560.63,53542330209.28,78470051333.79,Fiat-backed,7.197031780574449e-5,1.2306828905443509e-4,5.845953000001014e-4
TrueUSD,2022-02-14,0.9996372532,1487005907.2,109856062.69,1487545509.55,Fiat-backed,-4.636909201476001e-4,5.851965916304923e-4,3.6274680000003556e-4
USDC,2022-02-14,0.9995708039,52510487682.59,3303759191.16,52533034657.36,Fiat-backed,2.0613450726649402e-4,5.595627179058304e-4,4.2919610000002884e-4
sUSD,2022-02-14,1.0027571542,118693294.85,38052281.12,118366938.94,Crypto-backed/Algorithmic,0.0016460200499747852,0.002844162165026586,0.0027571542000000004
BUSD,2022-02-15,0.999201051,17746727164.47,4475930042.44,17760917231.25,Fiat-backed,-0.001247547837574913,0.001151353655095818,7.989489999999932e-4
Legacy Frax Dollar,2022-02-15,0.9988207603,2650113349.5,25538649.67,2653242158.01,Crypto-backed/Algorithmic,-7.21991409824745e-4,0.002649414018598075,0.001179239700000001
Liquity USD,2022-02-15,1.0032527367,721786263.54,7725020.76,719446094.81,Crypto-backed/Algorithmic,-3.456720739271434e-4,0.005143875096876583,0.003252736699999925
TerraClassicUSD,2022-02-15,0.999309891,11708671450.46,360210747.25,11716757290.32,Crypto-backed/Algorithmic,-3.731404300682547e-4,0.0022304648127638247,6.901089999999943e-4
Tether USDt,2022-02-15,1.000396524,78672234449.94,48729582311.58,78641051388.79,Fiat-backed,-1.8797908559959264e-4,1.277254272211608e-4,3.965239999998982e-4
TrueUSD,2022-02-15,0.9998767116,1489935883.76,93505308.38,1490119598.25,Fiat-backed,2.3951660789596176e-4,5.72194814323931e-4,1.2328839999997676e-4
USDC,2022-02-15,0.9997760129,52610584516.4,3231224662.83,52622371248.99,Fiat-backed,2.0527604215173819e-4,5.608596411272012e-4,2.2398710000004485e-4
sUSD,2022-02-15,0.9994221442,117025688.36,4863547.62,117093351.43,Crypto-backed/Algorithmic,-0.0033313830454888985,0.002895992654077303,5.778558000000267e-4
BUSD,2022-02-16,1.0006083958,18044363174.26,4635798730.72,18033391734.3,Fiat-backed,0.0014074791321552098,0.0011119034205209492,6.0839580000005e-4
Legacy Frax Dollar,2022-02-16,0.9985358231,2649357342.1,17151017.54,2653242158.01,Crypto-backed/Algorithmic,-2.8531430421693875e-4,0.002649173307145111,0.0014641769000000027
Liquity USD,2022-02-16,1.0090838849,725981460.33,22902444.46,719446094.81,Crypto-backed/Algorithmic,0.005795416590074346,0.005235354400188873,0.009083884899999894
TerraClassicUSD,2022-02-16,1.0011788561,11824781834.56,350189041.33,11810858532.28,Crypto-backed/Algorithmic,0.0018685090295790286,0.0022129394481245155,0.0011788560999999032
Tether USDt,2022-02-16,1.0005145327,78713531339.39,59426477843.8,78673051478.79,Fiat-backed,1.179549683047789e-4,1.2920118025842585e-4,5.145327000000144e-4
TrueUSD,2022-02-16,1.0001406319,1416060285.96,113692871.63,1415861170.73,Fiat-backed,2.639180129006528e-4,5.599843973736686e-4,1.406318999999101e-4
USDC,2022-02-16,0.9994019826,52549613919.64,3964363430.57,52581058308.67,Fiat-backed,-3.7418409486891693e-4,5.590807717255053e-4,5.980173999999838e-4
sUSD,2022-02-16,1.0009624211,105662420.5,22164137.17,105560826.53,Crypto-backed/Algorithmic,0.0015399810927572573,0.0028914184753460513,9.624211000001104e-4
BUSD,2022-02-17,0.9990607059,18170493092.5,4258048034.1,18187576575.8,Fiat-backed,-0.0015479463154420337,0.001147982529688725,9.392941000000432e-4
Legacy Frax Dollar,2022-02-17,0.999687923,2652414142.27,26267325.01,2653242158.01,Crypto-backed/Algorithmic,0.0011531241482946103,0.002643051497079648,3.120770000000217e-4
Liquity USD,2022-02-17,1.0080999795,725273593.4,2881376.25,719446094.81,Crypto-backed/Algorithmic,-9.755238433061651e-4,0.005094235890136765,0.008099979500000076
TerraClassicUSD,2022-02-17,1.0041646555,11983882945.19,397256617.28,11934181191.37,Crypto-backed/Algorithmic,0.0029778455303297456,0.002126394940882348,0.004164655499999892
Tether USDt,2022-02-17,1.0005586326,78738713000.86,52679060916.03,78694751543.78,Fiat-backed,4.4076249456398866e-5,1.288237743930459e-4,5.586325999999975e-4
TrueUSD,2022-02-17,0.9998766624,1420356673.57,124641631.24,1420531878.54,Fiat-backed,-2.6396721896858056e-4,5.613819298712399e-4,1.2333760000005078e-4
USDC,2022-02-17,0.9997705176,52527599037.41,3506445547.98,52539655962.59,Fiat-backed,3.686875486110431e-4,5.618715979328539e-4,2.2948239999998066e-4
sUSD,2022-02-17,0.9982631135,100007937.75,35353322.03,100181942.4,Crypto-backed/Algorithmic,-0.002700354905981618,0.0028928521755096285,0.0017368865000000344
BUSD,2022-02-18,0.999790174,18183760350.04,3002762758.23,18187576575.8,Fiat-backed,7.298874965810336e-4,0.0011427332192481211,2.0982599999996854e-4
Legacy Frax Dollar,2022-02-18,1.00120273,2656433291.99,27032985.37,2653242158.01,Crypto-backed/Algorithmic,0.0015141330058516735,0.0026445650126928418,0.0012027299999999297
Liquity USD,2022-02-18,1.007826938,725077154.81,4485870.4,719446094.81,Crypto-backed/Algorithmic,-0.00027088432551740284,0.005006268100464979,0.007826938000000006
TerraClassicUSD,2022-02-18,1.0037305338,12084762647.75,273702124.56,12039847589.51,Crypto-backed/Algorithmic,-4.3241470877342466e-4,0.002112201892083212,0.003730533799999991
Tether USDt,2022-02-18,1.0005755709,79042970275.36,37278604791.36,78997501612.78,Fiat-backed,1.6928699705065604e-5,1.2092445100161651e-4,5.755708999999332e-4
TrueUSD,2022-02-18,1.00003073,1428981043,97022557.68,1428937131.72,Fiat-backed,1.540747345505537e-4,5.596640203795122e-4,3.072999999997883e-5
USDC,2022-02-18,0.9998697091,52611021920.66,2094832700.72,52617877553.86,Fiat-backed,9.920934651817137e-5,5.619914470298226e-4,1.3029090000005183e-4
sUSD,2022-02-18,0.9990616178,103444875.08,5412674.12,103542037.08,Crypto-backed/Algorithmic,7.995738800288824e-4,0.002896897374566059,9.383821999999764e-4
BUSD,2022-02-19,0.9988529581,18089648881.55,3612352119.89,18110422295.21,Fiat-backed,-9.378522394948088e-4,0.001138722871762515,0.0011470419000000343
Legacy Frax Dollar,2022-02-19,1.0001518915,2653645162.83,28548989.99,2653242158.01,Crypto-backed/Algorithmic,-0.0010501273340368512,0.002646920593515426,1.5189150000005647e-4
Liquity USD,2022-02-19,1.0057983658,723617706.41,3497053.95,719446094.81,Crypto-backed/Algorithmic,-0.002014846438847171,0.004356436191205133,0.005798365800000038
TerraClassicUSD,2022-02-19,1.0003686232,12073172506.85,323113696.79,12068723695.39,Crypto-backed/Algorithmic,-0.003355037341147618,0.0020379146809790106,3.686231999999734e-4
Tether USDt,2022-02-19,1.0004080924,79051748940.73,45611091002.19,79019501685.78,Fiat-backed,-1.6739616965663983e-4,1.2419061785482667e-4,4.0809240000005964e-4
TrueUSD,2022-02-19,0.9999538982,1429001513.45,106111378.1,1429067396.05,Fiat-backed,-7.683239056384008e-5,5.525055850639906e-4,4.610179999997577e-5
USDC,2022-02-19,1.0000031168,52596647717.64,2869319070.39,52596483785.48,Fiat-backed,1.3341618373946976e-4,5.626172344009635e-4,3.116800000091402e-6
sUSD,2022-02-19,0.999076509,102390386.54,2244529.69,102485030.54,Crypto-backed/Algorithmic,1.4905075680756326e-5,0.002846272884851026,9.234909999999985e-4
BUSD,2022-02-20,0.998494024,18083148434.07,5311212829.28,18110422295.21,Fiat-backed,-3.594108655937717e-4,0.0011357630429738178,0.00150597600000002
Legacy Frax Dollar,2022-02-20,0.9940724092,2637514824.14,27127476.3,2653242158.01,Crypto-backed/Algorithmic,-0.0060971086667124235,0.0028589737776753828,0.005927590800000049
Liquity USD,2022-02-20,1.0086818554,725692221.74,6701683.02,719446094.81,Crypto-backed/Algorithmic,0.0028627648352553305,0.003929368008880832,0.008681855400000105
TerraClassicUSD,2022-02-20,1.0020054976,12157283586.08,446456030.9,12132950981.75,Crypto-backed/Algorithmic,0.0016349339992079521,0.0020347465699505195,0.002005497599999906
Tether USDt,2022-02-20,1.0005022937,79085306874.9,72043746349.47,79045602762.78,Fiat-backed,9.415843980221956e-5,1.250695855897855e-4,5.022937000001004e-4
TrueUSD,2022-02-20,0.999844053,1432469163.71,137821915.61,1432692587.81,Fiat-backed,-1.0985629827706277e-4,5.527906295337651e-4,1.5594699999998962e-4
USDC,2022-02-20,0.999335144,52570580877.24,5035066513.59,52605555995.43,Fiat-backed,-6.681939099049403e-4,5.708172985446819e-4,6.648559999999915e-4
sUSD,2022-02-20,0.9953863926,102288513.42,2225994.92,102762619.8,Crypto-backed/Algorithmic,-0.003700365253901472,0.0029178051585152564,0.004613607400000053
BUSD,2022-02-21,1.0007276557,18303896640.73,5003666912.03,18290587390.55,Fiat-backed,0.0022345022085915847,0.0012063077628518648,7.276556999999961e-4
Legacy Frax Dollar,2022-02-21,1.0024457245,2659731257.43,22263330.77,2653242158.01,Crypto-backed/Algorithmic,0.008387967284388774,0.003267193718623903,0.002445724500000024
Liquity USD,2022-02-21,1.0101166227,726724459.52,3426720.33,719446094.81,Crypto-backed/Algorithmic,0.0014214073936860718,0.003938620076467486,0.010116622700000022
TerraClassicUSD,2022-02-21,1.0047103994,12264099728.64,417702652.04,12206601759.48,Crypto-backed/Algorithmic,0.0026958509096628933,0.002063195232090926,0.004710399399999954
Tether USDt,2022-02-21,1.0007036238,79410542602.12,60539262856.16,79354706739.88,Fiat-backed,2.0120878008451316e-4,1.1535122414401437e-4,7.036237999999972e-4
TrueUSD,2022-02-21,0.9996895463,1430265748.87,124140467.94,1430709918.08,Fiat-backed,-1.5454273972854992e-4,4.906551949989509e-4,3.1045370000004624e-4
USDC,2022-02-21,1.0000448023,52724134664.8,4311028905.9,52721772610.5,Fiat-backed,7.098784111689976e-4,5.859334704026717e-4,4.4802299999924244e-5
sUSD,2022-02-21,1.0024301373,98422458.09,2038811.54,98183857.83,Crypto-backed/Algorithmic,0.0070514722258550435,0.0031986405237191162,0.002430137299999968
BUSD,2022-02-22,0.9997370152,18260533542.89,4784157895.04,18265337049.3,Fiat-backed,-9.904104735145452e-4,0.001215320330947849,2.629847999999768e-4
Legacy Frax Dollar,2022-02-22,0.9997337786,2652535808.15,30234077.32,2653242158.01,Crypto-backed/Algorithmic,-0.0027089954265380493,0.0031624902326889896,2.662213999999885e-4
Liquity USD,2022-02-22,1.0048747199,722953192.98,43782740.75,719446094.81,Crypto-backed/Algorithmic,-0.005202915282239222,0.003952462943910013,0.004874719900000102
TerraClassicUSD,2022-02-22,1.0043469626,12361418287.52,504447657.55,12307916236.29,Crypto-backed/Algorithmic,-3.6179833472019214e-4,0.002064827548531519,0.004346962599999893
Tether USDt,2022-02-22,1.0004981991,79454771410.92,54845607156.88,79415206824.88,Fiat-backed,-2.0530133280000502e-4,1.2130423381212923e-4,4.981990999999297e-4
TrueUSD,2022-02-22,0.9995279695,1447896798.86,130894031.41,1448580573.04,Fiat-backed,-1.6164004074071313e-4,4.7504491682103683e-4,4.72030499999998e-4
USDC,2022-02-22,0.9995128052,52797597466.3,4088593001.47,52823332717.47,Fiat-backed,-5.321148143542303e-4,5.928612695233754e-4,4.871948000000348e-4
sUSD,2022-02-22,0.9969819612,102057661.07,8105116.92,102366607.46,Crypto-backed/Algorithmic,-0.005449791554647423,0.0033295145300478194,0.003018038799999956
BUSD,2022-02-23,0.9997776798,18549890791.7,9044548484.83,18554015725.08,Fiat-backed,4.067446976735471e-5,0.0011977515830384267,2.2232020000001462e-4
Legacy Frax Dollar,2022-02-23,1.0021829781,2659034127.5,61844500.9,2653242158.01,Crypto-backed/Algorithmic,0.0024468557084307264,0.0029718965332515145,0.0021829781000000104
Liquity USD,2022-02-23,1.015826162,730832165.27,39880054.59,719446094.81,Crypto-backed/Algorithmic,0.010839357198434993,0.0044538971971110905,0.015826161999999977
TerraClassicUSD,2022-02-23,1.0007943162,12466126563.7,815186444.71,12456232376.23,Crypto-backed/Algorithmic,-0.0035435409514681924,0.0021711209202990183,7.943161999999226e-4
Tether USDt,2022-02-23,1.0006363465,79525180253.12,107952010250.44,79474606868.88,Fiat-backed,1.3806907738746354e-4,1.2013739208821454e-4,6.363465000001067e-4
TrueUSD,2022-02-23,0.9997875619,1467364634.31,167552805.84,1467676424.76,Fiat-backed,2.596812732974387e-4,4.368659847543831e-4,2.1243810000004526e-4
USDC,2022-02-23,0.9999628801,53126695517.06,9044960989.53,53128667645.94,Fiat-backed,4.5019292898686175e-4,5.986775258117247e-4,3.711989999999332e-5
