"date","symbol","price","volume"
2024-08-24,"ETH",2769.3896484375,11765811307
2024-08-25,"ETH",2749.15771484375,9375535539
2024-08-26,"ETH",2681.34057617188,12282035835
2024-08-27,"ETH",2458.7265625,18028996056
2024-08-28,"ETH",2528.41552734375,20359545410
2024-08-29,"ETH",2528.79272460938,13946434277
2024-08-30,"ETH",2525.82202148438,15526218255
2024-08-31,"ETH",2513.39379882812,6646876013
2024-09-01,"ETH",2427.90234375,11800443265
2024-09-02,"ETH",2538.18725585938,12520444224
2024-09-03,"ETH",2420.60375976562,11406800197
2024-09-04,"ETH",2448.97705078125,16709600747
2024-09-05,"ETH",2367.73754882812,13632325040
2024-09-06,"ETH",2223.87646484375,25825618367
2024-09-07,"ETH",2274.10717773438,11124608320
2024-09-08,"ETH",2297.29296875,10718443487
2024-09-09,"ETH",2358.48217773438,15887712451
2024-09-10,"ETH",2389.5810546875,12795818970
2024-09-11,"ETH",2339.84155273438,15355180967
2024-09-12,"ETH",2361.78173828125,12162634681
2024-09-13,"ETH",2441.60717773438,13759640866
2024-09-14,"ETH",2418.595703125,8170291680
2024-09-15,"ETH",2320.89721679688,10155470375
2024-09-16,"ETH",2295.28369140625,16819033263
2024-09-17,"ETH",2341.70776367188,15356783863
2024-09-18,"ETH",2369.72900390625,18159056422
2024-09-19,"ETH",2464.75219726562,18437147349
2024-09-20,"ETH",2561.07202148438,19112788620
2024-09-21,"ETH",2615.85717773438,10797825021
2024-09-22,"ETH",2582.86254882812,13180663011
2024-09-23,"ETH",2648.54638671875,19912841456
2024-09-24,"ETH",2654.35498046875,16658812503
2024-09-25,"ETH",2579.388671875,14119729962
2024-09-26,"ETH",2632.19995117188,17336033595
2024-09-27,"ETH",2695.90063476562,17023020294
2024-09-28,"ETH",2677.5390625,10252590559
2024-09-29,"ETH",2659.34692382812,11126215671
2024-09-30,"ETH",2603.06274414062,17826446789
2024-10-01,"ETH",2448.92114257812,25482371785
2024-10-02,"ETH",2365.23168945312,20148256472
2024-10-03,"ETH",2349.79125976562,18051447791
2024-10-04,"ETH",2414.7939453125,14879264082
2024-10-05,"ETH",2415.6318359375,8152969183
2024-10-06,"ETH",2439.95776367188,8458690205
2024-10-07,"ETH",2421.79663085938,17414044416
2024-10-08,"ETH",2439.8408203125,14067361080
2024-10-09,"ETH",2368.28344726562,14954047093
2024-10-10,"ETH",2383.85791015625,15327769940
2024-10-11,"ETH",2436.51342773438,13489061564
2024-10-12,"ETH",2476.52319335938,9372169184
2024-10-13,"ETH",2467.67700195312,9189490605
2024-10-14,"ETH",2628.89990234375,21434687898
2024-10-15,"ETH",2606.02197265625,22003780898
2024-10-16,"ETH",2611.10205078125,17012396419
2024-10-17,"ETH",2604.2734375,15150712321
2024-10-18,"ETH",2641.55224609375,17043738652
2024-10-19,"ETH",2648.65698242188,8557834553
2024-10-20,"ETH",2746.36401367188,14559296242
2024-10-21,"ETH",2665.71215820312,17328615363
2024-10-22,"ETH",2620.19750976562,15541911074
2024-10-23,"ETH",2509.09887695312,17876984551
2024-10-24,"ETH",2534.49853515625,16128627601
2024-10-25,"ETH",2435.93408203125,22560233078
2024-10-26,"ETH",2479.60327148438,13597102184
2024-10-27,"ETH",2505.94067382812,9801434566
2024-10-28,"ETH",2565.34814453125,18971841402
2024-10-29,"ETH",2637.95751953125,22185845095
2024-10-30,"ETH",2657.37255859375,22382690746
2024-10-31,"ETH",2515.79931640625,19760409505
2024-11-01,"ETH",2511.88549804688,20215438328
2024-11-02,"ETH",2491.06860351562,9639457439
2024-11-03,"ETH",2456.42529296875,15667779706
2024-11-04,"ETH",2397.0263671875,17110200696
2024-11-05,"ETH",2422.65063476562,17894057485
2024-11-06,"ETH",2724.16918945312,41887574364
2024-11-07,"ETH",2895.58544921875,35352318438
2024-11-08,"ETH",2962.29663085938,32303261101
2024-11-09,"ETH",3131.14453125,29210133088
2024-11-10,"ETH",3191.33129882812,47418730187
2024-11-11,"ETH",3374.81298828125,55417771668
2024-11-12,"ETH",3246.25732421875,56686078066
2024-11-13,"ETH",3192.59594726562,52010205682
2024-11-14,"ETH",3058.94873046875,35743352141
